trigram,count,codepoints,unicode_names
်ပရ,45,U+103A U+1015 U+101B,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR LETTER RA
ညိ။,45,U+100A U+102D U+104B,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN I | MYANMAR SIGN SECTION
ဝ်လ,45,U+101D U+103A U+101C,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER LA
်ပတ,45,U+103A U+1015 U+1010,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR LETTER TA
်ခိ,45,U+103A U+1001 U+102D,MYANMAR SIGN ASAT | MYANMAR LETTER KHA | MYANMAR VOWEL SIGN I
်တအ,45,U+103A U+1010 U+1021,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR LETTER A
်စက,44,U+103A U+1005 U+1000,MYANMAR SIGN ASAT | MYANMAR LETTER CA | MYANMAR LETTER KA
်ရအ,44,U+103A U+101B U+1021,MYANMAR SIGN ASAT | MYANMAR LETTER RA | MYANMAR LETTER A
အဴ။,44,U+1021 U+1034 U+104B,MYANMAR LETTER A | MYANMAR VOWEL SIGN MON O | MYANMAR SIGN SECTION
ၚ်ည,44,U+105A U+103A U+100A,MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT | MYANMAR LETTER NNYA
ပါ်,44,U+1015 U+102B U+103A,MYANMAR LETTER PA | MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ASAT
က်ဗ,44,U+1000 U+103A U+1017,MYANMAR LETTER KA | MYANMAR SIGN ASAT | MYANMAR LETTER BA
ၚ်အ,44,U+105A U+103A U+1021,MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT | MYANMAR LETTER A
တှ်,44,U+1010 U+103E U+103A,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT
္စာ,44,U+1039 U+1005 U+102C,MYANMAR SIGN VIRAMA | MYANMAR LETTER CA | MYANMAR VOWEL SIGN AA
အခိ,44,U+1021 U+1001 U+102D,MYANMAR LETTER A | MYANMAR LETTER KHA | MYANMAR VOWEL SIGN I
်စိ,43,U+103A U+1005 U+102D,MYANMAR SIGN ASAT | MYANMAR LETTER CA | MYANMAR VOWEL SIGN I
ိတ်,43,U+102D U+1010 U+103A,MYANMAR VOWEL SIGN I | MYANMAR LETTER TA | MYANMAR SIGN ASAT
်ဂၠ,43,U+103A U+1002 U+1060,MYANMAR SIGN ASAT | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ယၟု,43,U+101A U+105F U+102F,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN U
ဵုလ,43,U+1035 U+102F U+101C,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER LA
န်ဗ,43,U+1014 U+103A U+1017,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR LETTER BA
တော,43,U+1010 U+1031 U+102C,MYANMAR LETTER TA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA
ောဲ,42,U+1031 U+102C U+1032,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI
က်သ,42,U+1000 U+103A U+101E,MYANMAR LETTER KA | MYANMAR SIGN ASAT | MYANMAR LETTER SA
ိုပ,42,U+102D U+102F U+1015,MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U | MYANMAR LETTER PA
ၠာဲ,42,U+1060 U+102C U+1032,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI
်ဇၞ,41,U+103A U+1007 U+105E,MYANMAR SIGN ASAT | MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ဒါန,41,U+1012 U+102B U+1014,MYANMAR LETTER DA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NA
ါန်,41,U+102B U+1014 U+103A,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NA | MYANMAR SIGN ASAT
န်ဒ,41,U+1014 U+103A U+1012,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR LETTER DA
ုမွ,41,U+102F U+1019 U+103D,MYANMAR VOWEL SIGN U | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL WA
သၞာ,41,U+101E U+105E U+102C,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AA
်ဗှ,41,U+103A U+1017 U+103E,MYANMAR SIGN ASAT | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL HA
ံလဝ,41,U+1036 U+101C U+101D,MYANMAR SIGN ANUSVARA | MYANMAR LETTER LA | MYANMAR LETTER WA
ယဝ်,40,U+101A U+101D U+103A,MYANMAR LETTER YA | MYANMAR LETTER WA | MYANMAR SIGN ASAT
အ္စ,40,U+1021 U+1039 U+1005,MYANMAR LETTER A | MYANMAR SIGN VIRAMA | MYANMAR LETTER CA
ဟ်က,40,U+101F U+103A U+1000,MYANMAR LETTER HA | MYANMAR SIGN ASAT | MYANMAR LETTER KA
ှ်က,40,U+103E U+103A U+1000,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER KA
ံက်,40,U+1036 U+1000 U+103A,MYANMAR SIGN ANUSVARA | MYANMAR LETTER KA | MYANMAR SIGN ASAT
မၠေ,40,U+1019 U+1060 U+1031,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN E
ၚ်န,39,U+105A U+103A U+1014,MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT | MYANMAR LETTER NA
ညံၚ,39,U+100A U+1036 U+105A,MYANMAR LETTER NNYA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER MON NGA
က်စ,39,U+1000 U+103A U+1005,MYANMAR LETTER KA | MYANMAR SIGN ASAT | MYANMAR LETTER CA
ကမၠ,39,U+1000 U+1019 U+1060,MYANMAR LETTER KA | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ှ်တ,39,U+103E U+103A U+1010,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER TA
ဒၟံ,39,U+1012 U+105F U+1036,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR SIGN ANUSVARA
ၟံၚ,39,U+105F U+1036 U+105A,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER MON NGA
တ်ဒ,38,U+1010 U+103A U+1012,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER DA
်ဏာ,38,U+103A U+100F U+102C,MYANMAR SIGN ASAT | MYANMAR LETTER NNA | MYANMAR VOWEL SIGN AA
စုတ,38,U+1005 U+102F U+1010,MYANMAR LETTER CA | MYANMAR VOWEL SIGN U | MYANMAR LETTER TA
သီု,38,U+101E U+102E U+102F,MYANMAR LETTER SA | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
မည်,38,U+1019 U+100A U+103A,MYANMAR LETTER MA | MYANMAR LETTER NNYA | MYANMAR SIGN ASAT
သို,37,U+101E U+102D U+102F,MYANMAR LETTER SA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
ချူ,37,U+1001 U+103B U+1030,MYANMAR LETTER KHA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN UU
ၟတ်,37,U+105F U+1010 U+103A,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER TA | MYANMAR SIGN ASAT
ွံဒ,37,U+103D U+1036 U+1012,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER DA
တ္ၚ,36,U+1010 U+1039 U+105A,MYANMAR LETTER TA | MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA
္ၚဲ,36,U+1039 U+105A U+1032,MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN AI
်ဝွ,36,U+103A U+101D U+103D,MYANMAR SIGN ASAT | MYANMAR LETTER WA | MYANMAR CONSONANT SIGN MEDIAL WA
ုညး,36,U+102F U+100A U+1038,MYANMAR VOWEL SIGN U | MYANMAR LETTER NNYA | MYANMAR SIGN VISARGA
မတ်,36,U+1019 U+1010 U+103A,MYANMAR LETTER MA | MYANMAR LETTER TA | MYANMAR SIGN ASAT
ွံရ,36,U+103D U+1036 U+101B,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER RA
ၚ်ဏ,36,U+105A U+103A U+100F,MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT | MYANMAR LETTER NNA
ဝ်န,36,U+101D U+103A U+1014,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER NA
ပ်မ,36,U+1015 U+103A U+1019,MYANMAR LETTER PA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
ပရေ,36,U+1015 U+101B U+1031,MYANMAR LETTER PA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN E
်။။,36,U+103A U+104B U+104B,MYANMAR SIGN ASAT | MYANMAR SIGN SECTION | MYANMAR SIGN SECTION
ဝ်မ,35,U+101D U+103A U+1019,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
ဵုည,35,U+1035 U+102F U+100A,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER NNYA
်ကွ,35,U+103A U+1000 U+103D,MYANMAR SIGN ASAT | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL WA
ကေု,35,U+1000 U+1031 U+102F,MYANMAR LETTER KA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN U
ေုာ,35,U+1031 U+102F U+102C,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AA
ုာံ,35,U+102F U+102C U+1036,MYANMAR VOWEL SIGN U | MYANMAR VOWEL SIGN AA | MYANMAR SIGN ANUSVARA
ၚ်ဗ,35,U+105A U+103A U+1017,MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT | MYANMAR LETTER BA
နာဲ,35,U+1014 U+102C U+1032,MYANMAR LETTER NA | MYANMAR VOWEL SIGN AA | MYANMAR VOWEL SIGN AI
ီုရ,35,U+102E U+102F U+101B,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U | MYANMAR LETTER RA
ဟ်လ,35,U+101F U+103A U+101C,MYANMAR LETTER HA | MYANMAR SIGN ASAT | MYANMAR LETTER LA
ရံၚ,35,U+101B U+1036 U+105A,MYANMAR LETTER RA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER MON NGA
်နူ,35,U+103A U+1014 U+1030,MYANMAR SIGN ASAT | MYANMAR LETTER NA | MYANMAR VOWEL SIGN UU
ဂၠိ,35,U+1002 U+1060 U+102D,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN I
ဟီု,35,U+101F U+102E U+102F,MYANMAR LETTER HA | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
ွံဗ,34,U+103D U+1036 U+1017,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER BA
ွဲဝ,34,U+103D U+1032 U+101D,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER WA
ဲဝါ,34,U+1032 U+101D U+102B,MYANMAR VOWEL SIGN AI | MYANMAR LETTER WA | MYANMAR VOWEL SIGN TALL AA
ပ်တ,34,U+1015 U+103A U+1010,MYANMAR LETTER PA | MYANMAR SIGN ASAT | MYANMAR LETTER TA
ေပ်,34,U+1031 U+1015 U+103A,MYANMAR VOWEL SIGN E | MYANMAR LETTER PA | MYANMAR SIGN ASAT
ွံသ,34,U+103D U+1036 U+101E,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER SA
ဝၚ်,33,U+101D U+105A U+103A,MYANMAR LETTER WA | MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT
ဘာသ,33,U+1018 U+102C U+101E,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER SA
ညာတ,33,U+100A U+102C U+1010,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER TA
ကတ်,33,U+1000 U+1010 U+103A,MYANMAR LETTER KA | MYANMAR LETTER TA | MYANMAR SIGN ASAT
်အိ,33,U+103A U+1021 U+102D,MYANMAR SIGN ASAT | MYANMAR LETTER A | MYANMAR VOWEL SIGN I
ပ်ပ,33,U+1015 U+103A U+1015,MYANMAR LETTER PA | MYANMAR SIGN ASAT | MYANMAR LETTER PA
ဵုဂ,33,U+1035 U+102F U+1002,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER GA
စော,33,U+1005 U+1031 U+102C,MYANMAR LETTER CA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA
ွာန,33,U+103D U+102C U+1014,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NA
ခိၚ,33,U+1001 U+102D U+105A,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN I | MYANMAR LETTER MON NGA
ညးတ,33,U+100A U+1038 U+1010,MYANMAR LETTER NNYA | MYANMAR SIGN VISARGA | MYANMAR LETTER TA
်ဒၟ,33,U+103A U+1012 U+105F,MYANMAR SIGN ASAT | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ဵုရ,32,U+1035 U+102F U+101B,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER RA
ောက,32,U+1031 U+102C U+1000,MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA
်ဘာ,32,U+103A U+1018 U+102C,MYANMAR SIGN ASAT | MYANMAR LETTER BHA | MYANMAR VOWEL SIGN AA
ှ်ဂ,32,U+103E U+103A U+1002,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER GA
ေန်,32,U+1031 U+1014 U+103A,MYANMAR VOWEL SIGN E | MYANMAR LETTER NA | MYANMAR SIGN ASAT
ံမွ,32,U+1036 U+1019 U+103D,MYANMAR SIGN ANUSVARA | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL WA
ကွာ,32,U+1000 U+103D U+102C,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN AA
ံနွ,32,U+1036 U+1014 U+103D,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NA | MYANMAR CONSONANT SIGN MEDIAL WA
္ၚဵ,31,U+1039 U+105A U+1035,MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN E ABOVE
ၚဵု,31,U+105A U+1035 U+102F,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U
မလေ,31,U+1019 U+101C U+1031,MYANMAR LETTER MA | MYANMAR LETTER LA | MYANMAR VOWEL SIGN E
်သၟ,31,U+103A U+101E U+105F,MYANMAR SIGN ASAT | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ၜို,31,U+105C U+102D U+102F,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
ဏော,31,U+100F U+1031 U+102C,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN E | MYANMAR VOWEL SIGN AA
လဵု,31,U+101C U+1035 U+102F,MYANMAR LETTER LA | MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U
ါ်ပ,31,U+102B U+103A U+1015,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ASAT | MYANMAR LETTER PA
ာသာ,31,U+102C U+101E U+102C,MYANMAR VOWEL SIGN AA | MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA
ပေၚ,31,U+1015 U+1031 U+105A,MYANMAR LETTER PA | MYANMAR VOWEL SIGN E | MYANMAR LETTER MON NGA
ဝ်တ,31,U+101D U+103A U+1010,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER TA
ဝ်ပ,31,U+101D U+103A U+1015,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER PA
ှ်ရ,31,U+103E U+103A U+101B,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER RA
္ၚတ,31,U+1039 U+105A U+1010,MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA | MYANMAR LETTER TA
ၚတ်,31,U+105A U+1010 U+103A,MYANMAR LETTER MON NGA | MYANMAR LETTER TA | MYANMAR SIGN ASAT
ိပ်,31,U+102D U+1015 U+103A,MYANMAR VOWEL SIGN I | MYANMAR LETTER PA | MYANMAR SIGN ASAT
ရာမ,30,U+101B U+102C U+1019,MYANMAR LETTER RA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER MA
ရန်,30,U+101B U+1014 U+103A,MYANMAR LETTER RA | MYANMAR LETTER NA | MYANMAR SIGN ASAT
တိတ,30,U+1010 U+102D U+1010,MYANMAR LETTER TA | MYANMAR VOWEL SIGN I | MYANMAR LETTER TA
တ်န,30,U+1010 U+103A U+1014,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER NA
်ဟာ,30,U+103A U+101F U+102C,MYANMAR SIGN ASAT | MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA
ွို,30,U+103D U+102D U+102F,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
ဟို,30,U+101F U+102D U+102F,MYANMAR LETTER HA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
ၞာံ,30,U+105E U+102C U+1036,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN AA | MYANMAR SIGN ANUSVARA
်အ္,30,U+103A U+1021 U+1039,MYANMAR SIGN ASAT | MYANMAR LETTER A | MYANMAR SIGN VIRAMA
ာကျ,30,U+102C U+1000 U+103B,MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL YA
လိခ,30,U+101C U+102D U+1001,MYANMAR LETTER LA | MYANMAR VOWEL SIGN I | MYANMAR LETTER KHA
ိခ်,30,U+102D U+1001 U+103A,MYANMAR VOWEL SIGN I | MYANMAR LETTER KHA | MYANMAR SIGN ASAT
က်ည,30,U+1000 U+103A U+100A,MYANMAR LETTER KA | MYANMAR SIGN ASAT | MYANMAR LETTER NNYA
တ်ည,30,U+1010 U+103A U+100A,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER NNYA
်တံ,30,U+103A U+1010 U+1036,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR SIGN ANUSVARA
်စေ,30,U+103A U+1005 U+1031,MYANMAR SIGN ASAT | MYANMAR LETTER CA | MYANMAR VOWEL SIGN E
်ဍု,30,U+103A U+100D U+102F,MYANMAR SIGN ASAT | MYANMAR LETTER DDA | MYANMAR VOWEL SIGN U
်ဇက,30,U+103A U+1007 U+1000,MYANMAR SIGN ASAT | MYANMAR LETTER JA | MYANMAR LETTER KA
ုဂှ,30,U+102F U+1002 U+103E,MYANMAR VOWEL SIGN U | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL HA
မ္ၚ,29,U+1019 U+1039 U+105A,MYANMAR LETTER MA | MYANMAR SIGN VIRAMA | MYANMAR LETTER MON NGA
ဲမလ,29,U+1032 U+1019 U+101C,MYANMAR VOWEL SIGN AI | MYANMAR LETTER MA | MYANMAR LETTER LA
ေဟ်,29,U+1031 U+101F U+103A,MYANMAR VOWEL SIGN E | MYANMAR LETTER HA | MYANMAR SIGN ASAT
ဂၠာ,29,U+1002 U+1060 U+102C,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN AA
်မၞ,29,U+103A U+1019 U+105E,MYANMAR SIGN ASAT | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MON MEDIAL NA
်တိ,29,U+103A U+1010 U+102D,MYANMAR SIGN ASAT | MYANMAR LETTER TA | MYANMAR VOWEL SIGN I
ကာန,29,U+1000 U+102C U+1014,MYANMAR LETTER KA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NA
ထ္ၜ,29,U+1011 U+1039 U+105C,MYANMAR LETTER THA | MYANMAR SIGN VIRAMA | MYANMAR LETTER MON BBA
ကၞပ,29,U+1000 U+105E U+1015,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER PA
ၞပ်,29,U+105E U+1015 U+103A,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER PA | MYANMAR SIGN ASAT
ကူမ,29,U+1000 U+1030 U+1019,MYANMAR LETTER KA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER MA
ပြက,29,U+1015 U+103C U+1000,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER KA
ြကိ,29,U+103C U+1000 U+102D,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN I
်အခ,29,U+103A U+1021 U+1001,MYANMAR SIGN ASAT | MYANMAR LETTER A | MYANMAR LETTER KHA
်ပြ,29,U+103A U+1015 U+103C,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MEDIAL RA
ှ်မ,29,U+103E U+103A U+1019,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR SIGN ASAT | MYANMAR LETTER MA
်ကၞ,28,U+103A U+1000 U+105E,MYANMAR SIGN ASAT | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL NA
က်ု,28,U+1000 U+103A U+102F,MYANMAR LETTER KA | MYANMAR SIGN ASAT | MYANMAR VOWEL SIGN U
္ၜး,28,U+1039 U+105C U+1038,MYANMAR SIGN VIRAMA | MYANMAR LETTER MON BBA | MYANMAR SIGN VISARGA
တ်အ,28,U+1010 U+103A U+1021,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER A
န်စ,28,U+1014 U+103A U+1005,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR LETTER CA
သ္ပ,28,U+101E U+1039 U+1015,MYANMAR LETTER SA | MYANMAR SIGN VIRAMA | MYANMAR LETTER PA
ဵုသ,28,U+1035 U+102F U+101E,MYANMAR VOWEL SIGN E ABOVE | MYANMAR VOWEL SIGN U | MYANMAR LETTER SA
ညးမ,28,U+100A U+1038 U+1019,MYANMAR LETTER NNYA | MYANMAR SIGN VISARGA | MYANMAR LETTER MA
ာံတ,28,U+102C U+1036 U+1010,MYANMAR VOWEL SIGN AA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER TA
ဝ်စ,27,U+101D U+103A U+1005,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER CA
ဓရ်,27,U+1013 U+101B U+103A,MYANMAR LETTER DHA | MYANMAR LETTER RA | MYANMAR SIGN ASAT
ဆာန,27,U+1006 U+102C U+1014,MYANMAR LETTER CHA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NA
ြန်,27,U+103C U+1014 U+103A,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER NA | MYANMAR SIGN ASAT
်လၟ,27,U+103A U+101C U+105F,MYANMAR SIGN ASAT | MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ီုဂ,27,U+102E U+102F U+1002,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U | MYANMAR LETTER GA
လေပ,27,U+101C U+1031 U+1015,MYANMAR LETTER LA | MYANMAR VOWEL SIGN E | MYANMAR LETTER PA
ဏ်ရ,26,U+100F U+103A U+101B,MYANMAR LETTER NNA | MYANMAR SIGN ASAT | MYANMAR LETTER RA
ဝ်ဂ,26,U+101D U+103A U+1002,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER GA
ီုလ,26,U+102E U+102F U+101C,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U | MYANMAR LETTER LA
ဝ်သ,26,U+101D U+103A U+101E,MYANMAR LETTER WA | MYANMAR SIGN ASAT | MYANMAR LETTER SA
်က်,26,U+103A U+1000 U+103A,MYANMAR SIGN ASAT | MYANMAR LETTER KA | MYANMAR SIGN ASAT
ဝါည,26,U+101D U+102B U+100A,MYANMAR LETTER WA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NNYA
န်ထ,26,U+1014 U+103A U+1011,MYANMAR LETTER NA | MYANMAR SIGN ASAT | MYANMAR LETTER THA
ရို,26,U+101B U+102D U+102F,MYANMAR LETTER RA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
လီု,26,U+101C U+102E U+102F,MYANMAR LETTER LA | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
ီုည,26,U+102E U+102F U+100A,MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U | MYANMAR LETTER NNYA
်မည,26,U+103A U+1019 U+100A,MYANMAR SIGN ASAT | MYANMAR LETTER MA | MYANMAR LETTER NNYA
တ်ပ,26,U+1010 U+103A U+1015,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER PA
ွံဟ,26,U+103D U+1036 U+101F,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA | MYANMAR LETTER HA
သုၚ,26,U+101E U+102F U+105A,MYANMAR LETTER SA | MYANMAR VOWEL SIGN U | MYANMAR LETTER MON NGA
ပၠန,26,U+1015 U+1060 U+1014,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER NA
ၠန်,26,U+1060 U+1014 U+103A,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER NA | MYANMAR SIGN ASAT
သကာ,26,U+101E U+1000 U+102C,MYANMAR LETTER SA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN AA
ာပ်,25,U+102C U+1015 U+103A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER PA | MYANMAR SIGN ASAT
်နာ,25,U+103A U+1014 U+102C,MYANMAR SIGN ASAT | MYANMAR LETTER NA | MYANMAR VOWEL SIGN AA
်ပါ,25,U+103A U+1015 U+102B,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR VOWEL SIGN TALL AA
သၚ်,25,U+101E U+105A U+103A,MYANMAR LETTER SA | MYANMAR LETTER MON NGA | MYANMAR SIGN ASAT
ါညိ,25,U+102B U+100A U+102D,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN I
ၚုဟ,25,U+105A U+102F U+101F,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN U | MYANMAR LETTER HA
ဟာက,25,U+101F U+102C U+1000,MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA
တ်သ,25,U+1010 U+103A U+101E,MYANMAR LETTER TA | MYANMAR SIGN ASAT | MYANMAR LETTER SA
