bigram,count,codepoints,unicode_names
ဲလ,30597,U+1032 U+101C,MYANMAR VOWEL SIGN AI | MYANMAR LETTER LA
ြဴ,30573,U+103C U+1034,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN MON O
တၞ,30561,U+1010 U+105E,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL NA
n.,30497,U+006E U+002E,LATIN SMALL LETTER N | FULL STOP
le,30494,U+006C U+0065,LATIN SMALL LETTER L | LATIN SMALL LETTER E
အလ,30334,U+1021 U+101C,MYANMAR LETTER A | MYANMAR LETTER LA
ဟိ,30261,U+101F U+102D,MYANMAR LETTER HA | MYANMAR VOWEL SIGN I
်ၜ,30247,U+103A U+105C,MYANMAR SIGN ASAT | MYANMAR LETTER MON BBA
သိ,30242,U+101E U+102D,MYANMAR LETTER SA | MYANMAR VOWEL SIGN I
ာအ,29919,U+102C U+1021,MYANMAR VOWEL SIGN AA | MYANMAR LETTER A
ာင,29865,U+102C U+1004,MYANMAR VOWEL SIGN AA | MYANMAR LETTER NGA
ြိ,29730,U+103C U+102D,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN I
ြေ,29557,U+103C U+1031,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN E
ဇြ,29510,U+1007 U+103C,MYANMAR LETTER JA | MYANMAR CONSONANT SIGN MEDIAL RA
ဒဒ,29402,U+1012 U+1012,MYANMAR LETTER DA | MYANMAR LETTER DA
ro,29399,U+0072 U+006F,LATIN SMALL LETTER R | LATIN SMALL LETTER O
se,29388,U+0073 U+0065,LATIN SMALL LETTER S | LATIN SMALL LETTER E
ကရ,29149,U+1000 U+101B,MYANMAR LETTER KA | MYANMAR LETTER RA
ၟတ,29004,U+105F U+1010,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR LETTER TA
တာ,28988,U+1010 U+102C,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AA
ၞု,28987,U+105E U+102F,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR VOWEL SIGN U
၊မ,28932,U+104A U+1019,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER MA
စာ,28869,U+1005 U+102C,MYANMAR LETTER CA | MYANMAR VOWEL SIGN AA
id,28858,U+0069 U+0064,LATIN SMALL LETTER I | LATIN SMALL LETTER D
%B,28746,U+0025 U+0042,PERCENT SIGN | LATIN CAPITAL LETTER B
ပၞ,28711,U+1015 U+105E,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ne,28700,U+006E U+0065,LATIN SMALL LETTER N | LATIN SMALL LETTER E
ဲဒ,28692,U+1032 U+1012,MYANMAR VOWEL SIGN AI | MYANMAR LETTER DA
တီ,28681,U+1010 U+102E,MYANMAR LETTER TA | MYANMAR VOWEL SIGN II
ဇက,28676,U+1007 U+1000,MYANMAR LETTER JA | MYANMAR LETTER KA
ိပ,28627,U+102D U+1015,MYANMAR VOWEL SIGN I | MYANMAR LETTER PA
)t,28596,U+0029 U+0074,RIGHT PARENTHESIS | LATIN SMALL LETTER T
ၠာ,28568,U+1060 U+102C,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN AA
ျေ,28520,U+103B U+1031,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN E
io,28388,U+0069 U+006F,LATIN SMALL LETTER I | LATIN SMALL LETTER O
္စ,28262,U+1039 U+1005,MYANMAR SIGN VIRAMA | MYANMAR LETTER CA
သု,28165,U+101E U+102F,MYANMAR LETTER SA | MYANMAR VOWEL SIGN U
.[,27910,U+002E U+005B,FULL STOP | LEFT SQUARE BRACKET
်ဆ,27842,U+103A U+1006,MYANMAR SIGN ASAT | MYANMAR LETTER CHA
၊သ,27834,U+104A U+101E,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER SA
းဂ,27814,U+1038 U+1002,MYANMAR SIGN VISARGA | MYANMAR LETTER GA
ထေ,27593,U+1011 U+1031,MYANMAR LETTER THA | MYANMAR VOWEL SIGN E
၊က,27508,U+104A U+1000,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER KA
လၟ,27465,U+101C U+105F,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MON MEDIAL MA
မု,27319,U+1019 U+102F,MYANMAR LETTER MA | MYANMAR VOWEL SIGN U
မဒ,27248,U+1019 U+1012,MYANMAR LETTER MA | MYANMAR LETTER DA
ေက,27201,U+1031 U+1000,MYANMAR VOWEL SIGN E | MYANMAR LETTER KA
္ၜ,27198,U+1039 U+105C,MYANMAR SIGN VIRAMA | MYANMAR LETTER MON BBA
သက,26924,U+101E U+1000,MYANMAR LETTER SA | MYANMAR LETTER KA
ic,26682,U+0069 U+0063,LATIN SMALL LETTER I | LATIN SMALL LETTER C
ve,26616,U+0076 U+0065,LATIN SMALL LETTER V | LATIN SMALL LETTER E
ွမ,26490,U+103D U+1019,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR LETTER MA
တွ,26433,U+1010 U+103D,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL WA
်ဘ,26284,U+103A U+1018,MYANMAR SIGN ASAT | MYANMAR LETTER BHA
မဂ,26008,U+1019 U+1002,MYANMAR LETTER MA | MYANMAR LETTER GA
%b,25947,U+0025 U+0062,PERCENT SIGN | LATIN SMALL LETTER B
်ဓ,25878,U+103A U+1013,MYANMAR SIGN ASAT | MYANMAR LETTER DHA
ou,25815,U+006F U+0075,LATIN SMALL LETTER O | LATIN SMALL LETTER U
ါတ,25650,U+102B U+1010,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER TA
သီ,25623,U+101E U+102E,MYANMAR LETTER SA | MYANMAR VOWEL SIGN II
et,25605,U+0065 U+0074,LATIN SMALL LETTER E | LATIN SMALL LETTER T
းအ,25579,U+1038 U+1021,MYANMAR SIGN VISARGA | MYANMAR LETTER A
ူက,25548,U+1030 U+1000,MYANMAR VOWEL SIGN UU | MYANMAR LETTER KA
ta,25503,U+0074 U+0061,LATIN SMALL LETTER T | LATIN SMALL LETTER A
ေသ,25220,U+1031 U+101E,MYANMAR VOWEL SIGN E | MYANMAR LETTER SA
်ေ,25156,U+103A U+1031,MYANMAR SIGN ASAT | MYANMAR VOWEL SIGN E
ha,25070,U+0068 U+0061,LATIN SMALL LETTER H | LATIN SMALL LETTER A
di,24999,U+0064 U+0069,LATIN SMALL LETTER D | LATIN SMALL LETTER I
းပ,24928,U+1038 U+1015,MYANMAR SIGN VISARGA | MYANMAR LETTER PA
ိင,24833,U+102D U+1004,MYANMAR VOWEL SIGN I | MYANMAR LETTER NGA
as,24737,U+0061 U+0073,LATIN SMALL LETTER A | LATIN SMALL LETTER S
%A,24720,U+0025 U+0041,PERCENT SIGN | LATIN CAPITAL LETTER A
ဲရ,24708,U+1032 U+101B,MYANMAR VOWEL SIGN AI | MYANMAR LETTER RA
ူမ,24674,U+1030 U+1019,MYANMAR VOWEL SIGN UU | MYANMAR LETTER MA
န္,24473,U+1014 U+1039,MYANMAR LETTER NA | MYANMAR SIGN VIRAMA
li,24459,U+006C U+0069,LATIN SMALL LETTER L | LATIN SMALL LETTER I
ဟာ,24400,U+101F U+102C,MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA
ၜိ,24280,U+105C U+102D,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN I
သတ,24213,U+101E U+1010,MYANMAR LETTER SA | MYANMAR LETTER TA
တဳ,24155,U+1010 U+1033,MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON II
မက,24105,U+1019 U+1000,MYANMAR LETTER MA | MYANMAR LETTER KA
မလ,24033,U+1019 U+101C,MYANMAR LETTER MA | MYANMAR LETTER LA
းဒ,23892,U+1038 U+1012,MYANMAR SIGN VISARGA | MYANMAR LETTER DA
တှ,23885,U+1010 U+103E,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL HA
ျိ,23724,U+103B U+102D,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN I
la,23704,U+006C U+0061,LATIN SMALL LETTER L | LATIN SMALL LETTER A
းသ,23692,U+1038 U+101E,MYANMAR SIGN VISARGA | MYANMAR LETTER SA
ေဟ,23657,U+1031 U+101F,MYANMAR VOWEL SIGN E | MYANMAR LETTER HA
ခေ,23617,U+1001 U+1031,MYANMAR LETTER KHA | MYANMAR VOWEL SIGN E
ၚဲ,23549,U+105A U+1032,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN AI
မပ,23389,U+1019 U+1015,MYANMAR LETTER MA | MYANMAR LETTER PA
me,23364,U+006D U+0065,LATIN SMALL LETTER M | LATIN SMALL LETTER E
လဵ,23203,U+101C U+1035,MYANMAR LETTER LA | MYANMAR VOWEL SIGN E ABOVE
ဒက,23153,U+1012 U+1000,MYANMAR LETTER DA | MYANMAR LETTER KA
ပလ,23120,U+1015 U+101C,MYANMAR LETTER PA | MYANMAR LETTER LA
ာဇ,23092,U+102C U+1007,MYANMAR VOWEL SIGN AA | MYANMAR LETTER JA
းရ,23090,U+1038 U+101B,MYANMAR SIGN VISARGA | MYANMAR LETTER RA
ြု,23051,U+103C U+102F,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN U
de,23032,U+0064 U+0065,LATIN SMALL LETTER D | LATIN SMALL LETTER E
pe,22724,U+0070 U+0065,LATIN SMALL LETTER P | LATIN SMALL LETTER E
ေ်,22662,U+1031 U+103A,MYANMAR VOWEL SIGN E | MYANMAR SIGN ASAT
ၠန,22481,U+1060 U+1014,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER NA
ံဗ,22444,U+1036 U+1017,MYANMAR SIGN ANUSVARA | MYANMAR LETTER BA
သၠ,22428,U+101E U+1060,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ဂေ,22363,U+1002 U+1031,MYANMAR LETTER GA | MYANMAR VOWEL SIGN E
ဗီ,22320,U+1017 U+102E,MYANMAR LETTER BA | MYANMAR VOWEL SIGN II
အဲ,22302,U+1021 U+1032,MYANMAR LETTER A | MYANMAR VOWEL SIGN AI
ၟု,22302,U+105F U+102F,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN U
ce,22225,U+0063 U+0065,LATIN SMALL LETTER C | LATIN SMALL LETTER E
းဍ,22023,U+1038 U+100D,MYANMAR SIGN VISARGA | MYANMAR LETTER DDA
co,21962,U+0063 U+006F,LATIN SMALL LETTER C | LATIN SMALL LETTER O
ဒ္,21956,U+1012 U+1039,MYANMAR LETTER DA | MYANMAR SIGN VIRAMA
ac,21868,U+0061 U+0063,LATIN SMALL LETTER A | LATIN SMALL LETTER C
နိ,21837,U+1014 U+102D,MYANMAR LETTER NA | MYANMAR VOWEL SIGN I
ထ္,21801,U+1011 U+1039,MYANMAR LETTER THA | MYANMAR SIGN VIRAMA
ဒိ,21703,U+1012 U+102D,MYANMAR LETTER DA | MYANMAR VOWEL SIGN I
na,21700,U+006E U+0061,LATIN SMALL LETTER N | LATIN SMALL LETTER A
သမ,21599,U+101E U+1019,MYANMAR LETTER SA | MYANMAR LETTER MA
be,21574,U+0062 U+0065,LATIN SMALL LETTER B | LATIN SMALL LETTER E
ညံ,21487,U+100A U+1036,MYANMAR LETTER NNYA | MYANMAR SIGN ANUSVARA
ုဗ,21337,U+102F U+1017,MYANMAR VOWEL SIGN U | MYANMAR LETTER BA
ံစ,21335,U+1036 U+1005,MYANMAR SIGN ANUSVARA | MYANMAR LETTER CA
ဲစ,21272,U+1032 U+1005,MYANMAR VOWEL SIGN AI | MYANMAR LETTER CA
ဒၞ,21256,U+1012 U+105E,MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ၠး,21244,U+1060 U+1038,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR SIGN VISARGA
စေ,21229,U+1005 U+1031,MYANMAR LETTER CA | MYANMAR VOWEL SIGN E
ယ်,21190,U+101A U+103A,MYANMAR LETTER YA | MYANMAR SIGN ASAT
သြ,21113,U+101E U+103C,MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL RA
စၟ,21113,U+1005 U+105F,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL MA
wi,20989,U+0077 U+0069,LATIN SMALL LETTER W | LATIN SMALL LETTER I
el,20776,U+0065 U+006C,LATIN SMALL LETTER E | LATIN SMALL LETTER L
၊ဒ,20698,U+104A U+1012,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER DA
ခရ,20686,U+1001 U+101B,MYANMAR LETTER KHA | MYANMAR LETTER RA
ဳက,20601,U+1033 U+1000,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KA
ma,20576,U+006D U+0061,LATIN SMALL LETTER M | LATIN SMALL LETTER A
။သ,20558,U+104B U+101E,MYANMAR SIGN SECTION | MYANMAR LETTER SA
ံ(,20508,U+1036 U+0028,MYANMAR SIGN ANUSVARA | LEFT PARENTHESIS
ာ၊,20505,U+102C U+104A,MYANMAR VOWEL SIGN AA | MYANMAR SIGN LITTLE SECTION
အေ,20498,U+1021 U+1031,MYANMAR LETTER A | MYANMAR VOWEL SIGN E
ြဟ,20486,U+103C U+101F,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR LETTER HA
ဂလ,20446,U+1002 U+101C,MYANMAR LETTER GA | MYANMAR LETTER LA
si,20404,U+0073 U+0069,LATIN SMALL LETTER S | LATIN SMALL LETTER I
မသ,20344,U+1019 U+101E,MYANMAR LETTER MA | MYANMAR LETTER SA
tt,20305,U+0074 U+0074,LATIN SMALL LETTER T | LATIN SMALL LETTER T
ာဒ,20197,U+102C U+1012,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DA
ၜး,20156,U+105C U+1038,MYANMAR LETTER MON BBA | MYANMAR SIGN VISARGA
ဳဂ,20036,U+1033 U+1002,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER GA
lo,19992,U+006C U+006F,LATIN SMALL LETTER L | LATIN SMALL LETTER O
စှ,19974,U+1005 U+103E,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MEDIAL HA
.],19947,U+002E U+005D,FULL STOP | RIGHT SQUARE BRACKET
ဖျ,19940,U+1016 U+103B,MYANMAR LETTER PHA | MYANMAR CONSONANT SIGN MEDIAL YA
စက,19893,U+1005 U+1000,MYANMAR LETTER CA | MYANMAR LETTER KA
ဂြ,19730,U+1002 U+103C,MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL RA
ညိ,19717,U+100A U+102D,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN I
ll,19688,U+006C U+006C,LATIN SMALL LETTER L | LATIN SMALL LETTER L
။က,19556,U+104B U+1000,MYANMAR SIGN SECTION | MYANMAR LETTER KA
္မ,19556,U+1039 U+1019,MYANMAR SIGN VIRAMA | MYANMAR LETTER MA
t.,19514,U+0074 U+002E,LATIN SMALL LETTER T | FULL STOP
ur,19491,U+0075 U+0072,LATIN SMALL LETTER U | LATIN SMALL LETTER R
တူ,19451,U+1010 U+1030,MYANMAR LETTER TA | MYANMAR VOWEL SIGN UU
မဟ,19438,U+1019 U+101F,MYANMAR LETTER MA | MYANMAR LETTER HA
ia,19428,U+0069 U+0061,LATIN SMALL LETTER I | LATIN SMALL LETTER A
om,19410,U+006F U+006D,LATIN SMALL LETTER O | LATIN SMALL LETTER M
ာယ,19375,U+102C U+101A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER YA
ဲဗ,19318,U+1032 U+1017,MYANMAR VOWEL SIGN AI | MYANMAR LETTER BA
ကတ,19305,U+1000 U+1010,MYANMAR LETTER KA | MYANMAR LETTER TA
ကၟ,19276,U+1000 U+105F,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ဲဍ,19251,U+1032 U+100D,MYANMAR VOWEL SIGN AI | MYANMAR LETTER DDA
ယာ,19245,U+101A U+102C,MYANMAR LETTER YA | MYANMAR VOWEL SIGN AA
ဆက,19236,U+1006 U+1000,MYANMAR LETTER CHA | MYANMAR LETTER KA
hi,19227,U+0068 U+0069,LATIN SMALL LETTER H | LATIN SMALL LETTER I
ပံ,19140,U+1015 U+1036,MYANMAR LETTER PA | MYANMAR SIGN ANUSVARA
ပည,19122,U+1015 U+100A,MYANMAR LETTER PA | MYANMAR LETTER NNYA
်း,19096,U+103A U+1038,MYANMAR SIGN ASAT | MYANMAR SIGN VISARGA
[i,19088,U+005B U+0069,LEFT SQUARE BRACKET | LATIN SMALL LETTER I
ိဂ,19060,U+102D U+1002,MYANMAR VOWEL SIGN I | MYANMAR LETTER GA
mo,18737,U+006D U+006F,LATIN SMALL LETTER M | LATIN SMALL LETTER O
ၞး,18713,U+105E U+1038,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR SIGN VISARGA
ူဂ,18678,U+1030 U+1002,MYANMAR VOWEL SIGN UU | MYANMAR LETTER GA
ှာ,18575,U+103E U+102C,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN AA
စပ,18573,U+1005 U+1015,MYANMAR LETTER CA | MYANMAR LETTER PA
ကအ,18527,U+1000 U+1021,MYANMAR LETTER KA | MYANMAR LETTER A
e.,18509,U+0065 U+002E,LATIN SMALL LETTER E | FULL STOP
ဳတ,18478,U+1033 U+1010,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER TA
ca,18441,U+0063 U+0061,LATIN SMALL LETTER C | LATIN SMALL LETTER A
ဴဝ,18420,U+1034 U+101D,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER WA
ၜါ,18379,U+105C U+102B,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN TALL AA
မေ,18375,U+1019 U+1031,MYANMAR LETTER MA | MYANMAR VOWEL SIGN E
အက,18330,U+1021 U+1000,MYANMAR LETTER A | MYANMAR LETTER KA
ec,18282,U+0065 U+0063,LATIN SMALL LETTER E | LATIN SMALL LETTER C
ထဝ,18220,U+1011 U+101D,MYANMAR LETTER THA | MYANMAR LETTER WA
ါန,18160,U+102B U+1014,MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER NA
ံခ,18132,U+1036 U+1001,MYANMAR SIGN ANUSVARA | MYANMAR LETTER KHA
အသ,17992,U+1021 U+101E,MYANMAR LETTER A | MYANMAR LETTER SA
tr,17983,U+0074 U+0072,LATIN SMALL LETTER T | LATIN SMALL LETTER R
ံဟ,17892,U+1036 U+101F,MYANMAR SIGN ANUSVARA | MYANMAR LETTER HA
ြဲ,17783,U+103C U+1032,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN AI
းလ,17767,U+1038 U+101C,MYANMAR SIGN VISARGA | MYANMAR LETTER LA
ွဵ,17763,U+103D U+1035,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR VOWEL SIGN E ABOVE
ဝေ,17750,U+101D U+1031,MYANMAR LETTER WA | MYANMAR VOWEL SIGN E
ဳလ,17741,U+1033 U+101C,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER LA
ု၊,17661,U+102F U+104A,MYANMAR VOWEL SIGN U | MYANMAR SIGN LITTLE SECTION
မြ,17651,U+1019 U+103C,MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL RA
လှ,17635,U+101C U+103E,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MEDIAL HA
၊အ,17574,U+104A U+1021,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER A
ုဏ,17572,U+102F U+100F,MYANMAR VOWEL SIGN U | MYANMAR LETTER NNA
ဂတ,17572,U+1002 U+1010,MYANMAR LETTER GA | MYANMAR LETTER TA
၂၀,17334,U+1042 U+1040,MYANMAR DIGIT TWO | MYANMAR DIGIT ZERO
ch,17260,U+0063 U+0068,LATIN SMALL LETTER C | LATIN SMALL LETTER H
တဵ,17253,U+1010 U+1035,MYANMAR LETTER TA | MYANMAR VOWEL SIGN E ABOVE
ပက,17232,U+1015 U+1000,MYANMAR LETTER PA | MYANMAR LETTER KA
so,17214,U+0073 U+006F,LATIN SMALL LETTER S | LATIN SMALL LETTER O
ုည,17192,U+102F U+100A,MYANMAR VOWEL SIGN U | MYANMAR LETTER NNYA
ဳမ,17170,U+1033 U+1019,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER MA
ဓိ,17158,U+1013 U+102D,MYANMAR LETTER DHA | MYANMAR VOWEL SIGN I
us,17129,U+0075 U+0073,LATIN SMALL LETTER U | LATIN SMALL LETTER S
ဇိ,17118,U+1007 U+102D,MYANMAR LETTER JA | MYANMAR VOWEL SIGN I
ဳပ,17097,U+1033 U+1015,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER PA
)ပ,17093,U+0029 U+1015,RIGHT PARENTHESIS | MYANMAR LETTER PA
လီ,17086,U+101C U+102E,MYANMAR LETTER LA | MYANMAR VOWEL SIGN II
ဏ်,17069,U+100F U+103A,MYANMAR LETTER NNA | MYANMAR SIGN ASAT
ဗၟ,17059,U+1017 U+105F,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ki,17024,U+006B U+0069,LATIN SMALL LETTER K | LATIN SMALL LETTER I
ni,16969,U+006E U+0069,LATIN SMALL LETTER N | LATIN SMALL LETTER I
ဂု,16921,U+1002 U+102F,MYANMAR LETTER GA | MYANMAR VOWEL SIGN U
။အ,16877,U+104B U+1021,MYANMAR SIGN SECTION | MYANMAR LETTER A
ol,16857,U+006F U+006C,LATIN SMALL LETTER O | LATIN SMALL LETTER L
၊တ,16853,U+104A U+1010,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER TA
ိမ,16776,U+102D U+1019,MYANMAR VOWEL SIGN I | MYANMAR LETTER MA
ာ(,16631,U+102C U+0028,MYANMAR VOWEL SIGN AA | LEFT PARENTHESIS
ါဲ,16570,U+102B U+1032,MYANMAR VOWEL SIGN TALL AA | MYANMAR VOWEL SIGN AI
ns,16541,U+006E U+0073,LATIN SMALL LETTER N | LATIN SMALL LETTER S
)။,16525,U+0029 U+104B,RIGHT PARENTHESIS | MYANMAR SIGN SECTION
ဇာ,16430,U+1007 U+102C,MYANMAR LETTER JA | MYANMAR VOWEL SIGN AA
ot,16409,U+006F U+0074,LATIN SMALL LETTER O | LATIN SMALL LETTER T
ဓရ,16364,U+1013 U+101B,MYANMAR LETTER DHA | MYANMAR LETTER RA
il,16338,U+0069 U+006C,LATIN SMALL LETTER I | LATIN SMALL LETTER L
စု,16151,U+1005 U+102F,MYANMAR LETTER CA | MYANMAR VOWEL SIGN U
ုစ,16144,U+102F U+1005,MYANMAR VOWEL SIGN U | MYANMAR LETTER CA
ၠံ,16081,U+1060 U+1036,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR SIGN ANUSVARA
rt,16068,U+0072 U+0074,LATIN SMALL LETTER R | LATIN SMALL LETTER T
ba,16067,U+0062 U+0061,LATIN SMALL LETTER B | LATIN SMALL LETTER A
ဗၠ,16027,U+1017 U+1060,MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ယွ,16025,U+101A U+103D,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL WA
လက,16013,U+101C U+1000,MYANMAR LETTER LA | MYANMAR LETTER KA
လမ,15999,U+101C U+1019,MYANMAR LETTER LA | MYANMAR LETTER MA
ss,15958,U+0073 U+0073,LATIN SMALL LETTER S | LATIN SMALL LETTER S
ee,15922,U+0065 U+0065,LATIN SMALL LETTER E | LATIN SMALL LETTER E
ါ်,15901,U+102B U+103A,MYANMAR VOWEL SIGN TALL AA | MYANMAR SIGN ASAT
ht,15879,U+0068 U+0074,LATIN SMALL LETTER H | LATIN SMALL LETTER T
စၞ,15791,U+1005 U+105E,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL NA
ုခ,15708,U+102F U+1001,MYANMAR VOWEL SIGN U | MYANMAR LETTER KHA
၊ဂ,15653,U+104A U+1002,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER GA
ဲ၊,15584,U+1032 U+104A,MYANMAR VOWEL SIGN AI | MYANMAR SIGN LITTLE SECTION
ေပ,15533,U+1031 U+1015,MYANMAR VOWEL SIGN E | MYANMAR LETTER PA
ဟေ,15527,U+101F U+1031,MYANMAR LETTER HA | MYANMAR VOWEL SIGN E
ge,15508,U+0067 U+0065,LATIN SMALL LETTER G | LATIN SMALL LETTER E
d],15486,U+0064 U+005D,LATIN SMALL LETTER D | RIGHT SQUARE BRACKET
s.,15465,U+0073 U+002E,LATIN SMALL LETTER S | FULL STOP
ပု,15423,U+1015 U+102F,MYANMAR LETTER PA | MYANMAR VOWEL SIGN U
ယျ,15332,U+101A U+103B,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL YA
)တ,15279,U+0029 U+1010,RIGHT PARENTHESIS | MYANMAR LETTER TA
nc,15224,U+006E U+0063,LATIN SMALL LETTER N | LATIN SMALL LETTER C
ဝတ,15188,U+101D U+1010,MYANMAR LETTER WA | MYANMAR LETTER TA
အပ,15181,U+1021 U+1015,MYANMAR LETTER A | MYANMAR LETTER PA
ပၟ,15169,U+1015 U+105F,MYANMAR LETTER PA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ံန,15151,U+1036 U+1014,MYANMAR SIGN ANUSVARA | MYANMAR LETTER NA
လွ,15134,U+101C U+103D,MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MEDIAL WA
ဏာ,15115,U+100F U+102C,MYANMAR LETTER NNA | MYANMAR VOWEL SIGN AA
un,15115,U+0075 U+006E,LATIN SMALL LETTER U | LATIN SMALL LETTER N
ရပ,15104,U+101B U+1015,MYANMAR LETTER RA | MYANMAR LETTER PA
ိသ,15062,U+102D U+101E,MYANMAR VOWEL SIGN I | MYANMAR LETTER SA
ho,15000,U+0068 U+006F,LATIN SMALL LETTER H | LATIN SMALL LETTER O
တက,14990,U+1010 U+1000,MYANMAR LETTER TA | MYANMAR LETTER KA
ရ်,14988,U+101B U+103A,MYANMAR LETTER RA | MYANMAR SIGN ASAT
အု,14981,U+1021 U+102F,MYANMAR LETTER A | MYANMAR VOWEL SIGN U
ၚိ,14962,U+105A U+102D,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN I
ဲဟ,14953,U+1032 U+101F,MYANMAR VOWEL SIGN AI | MYANMAR LETTER HA
ိယ,14941,U+102D U+101A,MYANMAR VOWEL SIGN I | MYANMAR LETTER YA
ၟေ,14931,U+105F U+1031,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN E
no,14794,U+006E U+006F,LATIN SMALL LETTER N | LATIN SMALL LETTER O
စ္,14706,U+1005 U+1039,MYANMAR LETTER CA | MYANMAR SIGN VIRAMA
ကၞ,14689,U+1000 U+105E,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL NA
တဲ,14665,U+1010 U+1032,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AI
ဒတ,14631,U+1012 U+1010,MYANMAR LETTER DA | MYANMAR LETTER TA
BA,14550,U+0042 U+0041,LATIN CAPITAL LETTER B | LATIN CAPITAL LETTER A
ျူ,14452,U+103B U+1030,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR VOWEL SIGN UU
၊၊,14444,U+104A U+104A,MYANMAR SIGN LITTLE SECTION | MYANMAR SIGN LITTLE SECTION
r.,14435,U+0072 U+002E,LATIN SMALL LETTER R | FULL STOP
rs,14376,U+0072 U+0073,LATIN SMALL LETTER R | LATIN SMALL LETTER S
