trigram,count,codepoints,unicode_names
မတန,4,U+1019 U+1010 U+1014,MYANMAR LETTER MA | MYANMAR LETTER TA | MYANMAR LETTER NA
၈ဗွ,4,U+1048 U+1017 U+103D,MYANMAR DIGIT EIGHT | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL WA
တာ၊,4,U+1010 U+102C U+104A,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AA | MYANMAR SIGN LITTLE SECTION
ျကၠ,4,U+103B U+1000 U+1060,MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ၜါဂ,4,U+105C U+102B U+1002,MYANMAR LETTER MON BBA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER GA
ယာအ,4,U+101A U+102C U+1021,MYANMAR LETTER YA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER A
လ်ရ,4,U+101C U+103A U+101B,MYANMAR LETTER LA | MYANMAR SIGN ASAT | MYANMAR LETTER RA
ံဇိ,4,U+1036 U+1007 U+102D,MYANMAR SIGN ANUSVARA | MYANMAR LETTER JA | MYANMAR VOWEL SIGN I
ိမဖ,4,U+102D U+1019 U+1016,MYANMAR VOWEL SIGN I | MYANMAR LETTER MA | MYANMAR LETTER PHA
မဖအ,4,U+1019 U+1016 U+1021,MYANMAR LETTER MA | MYANMAR LETTER PHA | MYANMAR LETTER A
ုလပ,4,U+102F U+101C U+1015,MYANMAR VOWEL SIGN U | MYANMAR LETTER LA | MYANMAR LETTER PA
ဲထီ,4,U+1032 U+1011 U+102E,MYANMAR VOWEL SIGN AI | MYANMAR LETTER THA | MYANMAR VOWEL SIGN II
္လန,4,U+1039 U+101C U+1014,MYANMAR SIGN VIRAMA | MYANMAR LETTER LA | MYANMAR LETTER NA
်ဇန,4,U+103A U+1007 U+1014,MYANMAR SIGN ASAT | MYANMAR LETTER JA | MYANMAR LETTER NA
ရ်၊,4,U+101B U+103A U+104A,MYANMAR LETTER RA | MYANMAR SIGN ASAT | MYANMAR SIGN LITTLE SECTION
ဂရ်,4,U+1002 U+101B U+103A,MYANMAR LETTER GA | MYANMAR LETTER RA | MYANMAR SIGN ASAT
မာၚ,4,U+1019 U+102C U+105A,MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER MON NGA
ဒဳ၁,4,U+1012 U+1033 U+1041,MYANMAR LETTER DA | MYANMAR VOWEL SIGN MON II | MYANMAR DIGIT ONE
ုကအ,4,U+102F U+1000 U+1021,MYANMAR VOWEL SIGN U | MYANMAR LETTER KA | MYANMAR LETTER A
စ်သ,4,U+1005 U+103A U+101E,MYANMAR LETTER CA | MYANMAR SIGN ASAT | MYANMAR LETTER SA
ကျ။,4,U+1000 U+103B U+104B,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR SIGN SECTION
ာမဆ,4,U+102C U+1019 U+1006,MYANMAR VOWEL SIGN AA | MYANMAR LETTER MA | MYANMAR LETTER CHA
မဆက,4,U+1019 U+1006 U+1000,MYANMAR LETTER MA | MYANMAR LETTER CHA | MYANMAR LETTER KA
ှို,4,U+103E U+102D U+102F,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U
သဳခ,4,U+101E U+1033 U+1001,MYANMAR LETTER SA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KHA
ိစ်,4,U+102D U+1005 U+103A,MYANMAR VOWEL SIGN I | MYANMAR LETTER CA | MYANMAR SIGN ASAT
မစေ,4,U+1019 U+1005 U+1031,MYANMAR LETTER MA | MYANMAR LETTER CA | MYANMAR VOWEL SIGN E
ယ်၊,4,U+101A U+103A U+104A,MYANMAR LETTER YA | MYANMAR SIGN ASAT | MYANMAR SIGN LITTLE SECTION
ကဴအ,4,U+1000 U+1034 U+1021,MYANMAR LETTER KA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER A
ဒာမ,4,U+1012 U+102C U+1019,MYANMAR LETTER DA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER MA
ပတၠ,4,U+1015 U+1010 U+1060,MYANMAR LETTER PA | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL LA
တၠဍ,4,U+1010 U+1060 U+100D,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER DDA
ၠဍု,4,U+1060 U+100D U+102F,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR LETTER DDA | MYANMAR VOWEL SIGN U
မလအ,4,U+1019 U+101C U+1021,MYANMAR LETTER MA | MYANMAR LETTER LA | MYANMAR LETTER A
ဲဒ္,4,U+1032 U+1012 U+1039,MYANMAR VOWEL SIGN AI | MYANMAR LETTER DA | MYANMAR SIGN VIRAMA
ၚဳဒ,4,U+105A U+1033 U+1012,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER DA
ဳဒြ,4,U+1033 U+1012 U+103C,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL RA
်မဆ,4,U+103A U+1019 U+1006,MYANMAR SIGN ASAT | MYANMAR LETTER MA | MYANMAR LETTER CHA
ဒ်ဏ,4,U+1012 U+103A U+100F,MYANMAR LETTER DA | MYANMAR SIGN ASAT | MYANMAR LETTER NNA
ူမလ,4,U+1030 U+1019 U+101C,MYANMAR VOWEL SIGN UU | MYANMAR LETTER MA | MYANMAR LETTER LA
တဳမ,4,U+1010 U+1033 U+1019,MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER MA
ဳမက,4,U+1033 U+1019 U+1000,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER MA | MYANMAR LETTER KA
်မဝ,4,U+103A U+1019 U+101D,MYANMAR SIGN ASAT | MYANMAR LETTER MA | MYANMAR LETTER WA
၊သြ,4,U+104A U+101E U+103C,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER SA | MYANMAR CONSONANT SIGN MEDIAL RA
ၠဳဗ,4,U+1060 U+1033 U+1017,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER BA
ဳဗှ,4,U+1033 U+1017 U+103E,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL HA
းလၟ,4,U+1038 U+101C U+105F,MYANMAR SIGN VISARGA | MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MON MEDIAL MA
ကိရ,4,U+1000 U+102D U+101B,MYANMAR LETTER KA | MYANMAR VOWEL SIGN I | MYANMAR LETTER RA
ိရိ,4,U+102D U+101B U+102D,MYANMAR VOWEL SIGN I | MYANMAR LETTER RA | MYANMAR VOWEL SIGN I
းဒမ,4,U+1038 U+1012 U+1019,MYANMAR SIGN VISARGA | MYANMAR LETTER DA | MYANMAR LETTER MA
ဇ်ဂ,4,U+1007 U+103A U+1002,MYANMAR LETTER JA | MYANMAR SIGN ASAT | MYANMAR LETTER GA
းဒြ,4,U+1038 U+1012 U+103C,MYANMAR SIGN VISARGA | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL RA
။၃၄,4,U+104B U+1043 U+1044,MYANMAR SIGN SECTION | MYANMAR DIGIT THREE | MYANMAR DIGIT FOUR
ဒိယ,4,U+1012 U+102D U+101A,MYANMAR LETTER DA | MYANMAR VOWEL SIGN I | MYANMAR LETTER YA
ုယေ,4,U+102F U+101A U+1031,MYANMAR VOWEL SIGN U | MYANMAR LETTER YA | MYANMAR VOWEL SIGN E
တဳဗ,4,U+1010 U+1033 U+1017,MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER BA
မတီ,4,U+1019 U+1010 U+102E,MYANMAR LETTER MA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN II
၊၊ပ,4,U+104A U+104A U+1015,MYANMAR SIGN LITTLE SECTION | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER PA
၊၊က,4,U+104A U+104A U+1000,MYANMAR SIGN LITTLE SECTION | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER KA
၊၊န,4,U+104A U+104A U+1014,MYANMAR SIGN LITTLE SECTION | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER NA
မဲက,4,U+1019 U+1032 U+1000,MYANMAR LETTER MA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER KA
၊၊ဟ,4,U+104A U+104A U+101F,MYANMAR SIGN LITTLE SECTION | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER HA
တဲ။,4,U+1010 U+1032 U+104B,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AI | MYANMAR SIGN SECTION
ဴဗွ,4,U+1034 U+1017 U+103D,MYANMAR VOWEL SIGN MON O | MYANMAR LETTER BA | MYANMAR CONSONANT SIGN MEDIAL WA
ုလၟ,4,U+102F U+101C U+105F,MYANMAR VOWEL SIGN U | MYANMAR LETTER LA | MYANMAR CONSONANT SIGN MON MEDIAL MA
သာပ,4,U+101E U+102C U+1015,MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER PA
ဒိန,4,U+1012 U+102D U+1014,MYANMAR LETTER DA | MYANMAR VOWEL SIGN I | MYANMAR LETTER NA
နိဿ,4,U+1014 U+102D U+103F,MYANMAR LETTER NA | MYANMAR VOWEL SIGN I | MYANMAR LETTER GREAT SA
ိဿဲ,4,U+102D U+103F U+1032,MYANMAR VOWEL SIGN I | MYANMAR LETTER GREAT SA | MYANMAR VOWEL SIGN AI
ိတျ,4,U+102D U+1010 U+103B,MYANMAR VOWEL SIGN I | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL YA
းဂူ,4,U+1038 U+1002 U+1030,MYANMAR SIGN VISARGA | MYANMAR LETTER GA | MYANMAR VOWEL SIGN UU
တဴဂ,4,U+1010 U+1034 U+1002,MYANMAR LETTER TA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER GA
ရဍု,4,U+101B U+100D U+102F,MYANMAR LETTER RA | MYANMAR LETTER DDA | MYANMAR VOWEL SIGN U
ဓလီ,4,U+1013 U+101C U+102E,MYANMAR LETTER DHA | MYANMAR LETTER LA | MYANMAR VOWEL SIGN II
ထေရ,4,U+1011 U+1031 U+101B,MYANMAR LETTER THA | MYANMAR VOWEL SIGN E | MYANMAR LETTER RA
ေရဝ,4,U+1031 U+101B U+101D,MYANMAR VOWEL SIGN E | MYANMAR LETTER RA | MYANMAR LETTER WA
ရဝါ,4,U+101B U+101D U+102B,MYANMAR LETTER RA | MYANMAR LETTER WA | MYANMAR VOWEL SIGN TALL AA
၊အရ,4,U+104A U+1021 U+101B,MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER A | MYANMAR LETTER RA
ေစ်,4,U+1031 U+1005 U+103A,MYANMAR VOWEL SIGN E | MYANMAR LETTER CA | MYANMAR SIGN ASAT
ေသဨ,4,U+1031 U+101E U+1028,MYANMAR VOWEL SIGN E | MYANMAR LETTER SA | MYANMAR LETTER MON E
သဨသ,4,U+101E U+1028 U+101E,MYANMAR LETTER SA | MYANMAR LETTER MON E | MYANMAR LETTER SA
ဨသာ,4,U+1028 U+101E U+102C,MYANMAR LETTER MON E | MYANMAR LETTER SA | MYANMAR VOWEL SIGN AA
ရှဒ,4,U+101B U+103E U+1012,MYANMAR LETTER RA | MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER DA
ှဒိ,4,U+103E U+1012 U+102D,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR LETTER DA | MYANMAR VOWEL SIGN I
စဂက,4,U+1005 U+1002 U+1000,MYANMAR LETTER CA | MYANMAR LETTER GA | MYANMAR LETTER KA
မူလ,4,U+1019 U+1030 U+101C,MYANMAR LETTER MA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER LA
ဳယေ,4,U+1033 U+101A U+1031,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER YA | MYANMAR VOWEL SIGN E
ဗူရ,4,U+1017 U+1030 U+101B,MYANMAR LETTER BA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER RA
၁၉၂,4,U+1041 U+1049 U+1042,MYANMAR DIGIT ONE | MYANMAR DIGIT NINE | MYANMAR DIGIT TWO
ယျဂ,4,U+101A U+103B U+1002,MYANMAR LETTER YA | MYANMAR CONSONANT SIGN MEDIAL YA | MYANMAR LETTER GA
ဇာဗ,4,U+1007 U+102C U+1017,MYANMAR LETTER JA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER BA
ုလက,4,U+102F U+101C U+1000,MYANMAR VOWEL SIGN U | MYANMAR LETTER LA | MYANMAR LETTER KA
ူဒျ,4,U+1030 U+1012 U+103B,MYANMAR VOWEL SIGN UU | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL YA
သပု,4,U+101E U+1015 U+102F,MYANMAR LETTER SA | MYANMAR LETTER PA | MYANMAR VOWEL SIGN U
တဲဗ,4,U+1010 U+1032 U+1017,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER BA
်ဇဲ,4,U+103A U+1007 U+1032,MYANMAR SIGN ASAT | MYANMAR LETTER JA | MYANMAR VOWEL SIGN AI
ဇဲယ,4,U+1007 U+1032 U+101A,MYANMAR LETTER JA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER YA
သဳထ,4,U+101E U+1033 U+1011,MYANMAR LETTER SA | MYANMAR VOWEL SIGN MON II | MYANMAR LETTER THA
ဳဗိ,4,U+1033 U+1017 U+102D,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER BA | MYANMAR VOWEL SIGN I
္ကြ,4,U+1039 U+1000 U+103C,MYANMAR SIGN VIRAMA | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL RA
ၞအခ,4,U+105E U+1021 U+1001,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER A | MYANMAR LETTER KHA
ာကဏ,3,U+102C U+1000 U+100F,MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA | MYANMAR LETTER NNA
းဝွ,3,U+1038 U+101D U+103D,MYANMAR SIGN VISARGA | MYANMAR LETTER WA | MYANMAR CONSONANT SIGN MEDIAL WA
ီဟာ,3,U+102E U+101F U+102C,MYANMAR VOWEL SIGN II | MYANMAR LETTER HA | MYANMAR VOWEL SIGN AA
ဒစု,3,U+1012 U+1005 U+102F,MYANMAR LETTER DA | MYANMAR LETTER CA | MYANMAR VOWEL SIGN U
စုက,3,U+1005 U+102F U+1000,MYANMAR LETTER CA | MYANMAR VOWEL SIGN U | MYANMAR LETTER KA
ံအလ,3,U+1036 U+1021 U+101C,MYANMAR SIGN ANUSVARA | MYANMAR LETTER A | MYANMAR LETTER LA
းကျ,3,U+1038 U+1000 U+103B,MYANMAR SIGN VISARGA | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL YA
္ပမ,3,U+1039 U+1015 U+1019,MYANMAR SIGN VIRAMA | MYANMAR LETTER PA | MYANMAR LETTER MA
ာပဍ,3,U+102C U+1015 U+100D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER PA | MYANMAR LETTER DDA
ုသၚ,3,U+102F U+101E U+105A,MYANMAR VOWEL SIGN U | MYANMAR LETTER SA | MYANMAR LETTER MON NGA
ဒါယ,3,U+1012 U+102B U+101A,MYANMAR LETTER DA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER YA
ဘာည,3,U+1018 U+102C U+100A,MYANMAR LETTER BHA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NNYA
ကာဗ,3,U+1000 U+102C U+1017,MYANMAR LETTER KA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER BA
ံတၠ,3,U+1036 U+1010 U+1060,MYANMAR SIGN ANUSVARA | MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MON MEDIAL LA
ဳပိ,3,U+1033 U+1015 U+102D,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER PA | MYANMAR VOWEL SIGN I
ိုဉ,3,U+102D U+102F U+1009,MYANMAR VOWEL SIGN I | MYANMAR VOWEL SIGN U | MYANMAR LETTER NYA
ုဉ်,3,U+102F U+1009 U+103A,MYANMAR VOWEL SIGN U | MYANMAR LETTER NYA | MYANMAR SIGN ASAT
်ဝ်,3,U+103A U+101D U+103A,MYANMAR SIGN ASAT | MYANMAR LETTER WA | MYANMAR SIGN ASAT
ကလအ,3,U+1000 U+101C U+1021,MYANMAR LETTER KA | MYANMAR LETTER LA | MYANMAR LETTER A
းဂိ,3,U+1038 U+1002 U+102D,MYANMAR SIGN VISARGA | MYANMAR LETTER GA | MYANMAR VOWEL SIGN I
္အး,3,U+1039 U+1021 U+1038,MYANMAR SIGN VIRAMA | MYANMAR LETTER A | MYANMAR SIGN VISARGA
းသီ,3,U+1038 U+101E U+102E,MYANMAR SIGN VISARGA | MYANMAR LETTER SA | MYANMAR VOWEL SIGN II
အးက,3,U+1021 U+1038 U+1000,MYANMAR LETTER A | MYANMAR SIGN VISARGA | MYANMAR LETTER KA
မဗက,3,U+1019 U+1017 U+1000,MYANMAR LETTER MA | MYANMAR LETTER BA | MYANMAR LETTER KA
ဓဝိ,3,U+1013 U+101D U+102D,MYANMAR LETTER DHA | MYANMAR LETTER WA | MYANMAR VOWEL SIGN I
ဝိၚ,3,U+101D U+102D U+105A,MYANMAR LETTER WA | MYANMAR VOWEL SIGN I | MYANMAR LETTER MON NGA
ဇအ်,3,U+1007 U+1021 U+103A,MYANMAR LETTER JA | MYANMAR LETTER A | MYANMAR SIGN ASAT
တွံ,3,U+1010 U+103D U+1036,MYANMAR LETTER TA | MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN ANUSVARA
ံဝါ,3,U+1036 U+101D U+102B,MYANMAR SIGN ANUSVARA | MYANMAR LETTER WA | MYANMAR VOWEL SIGN TALL AA
ဝိက,3,U+101D U+102D U+1000,MYANMAR LETTER WA | MYANMAR VOWEL SIGN I | MYANMAR LETTER KA
ုမဒ,3,U+102F U+1019 U+1012,MYANMAR VOWEL SIGN U | MYANMAR LETTER MA | MYANMAR LETTER DA
်၊ဘ,3,U+103A U+104A U+1018,MYANMAR SIGN ASAT | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER BHA
ဲဂး,3,U+1032 U+1002 U+1038,MYANMAR VOWEL SIGN AI | MYANMAR LETTER GA | MYANMAR SIGN VISARGA
စးက,3,U+1005 U+1038 U+1000,MYANMAR LETTER CA | MYANMAR SIGN VISARGA | MYANMAR LETTER KA
၂။ပ,3,U+1042 U+104B U+1015,MYANMAR DIGIT TWO | MYANMAR SIGN SECTION | MYANMAR LETTER PA
ရဴည,3,U+101B U+1034 U+100A,MYANMAR LETTER RA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER NNYA
။မွ,3,U+104B U+1019 U+103D,MYANMAR SIGN SECTION | MYANMAR LETTER MA | MYANMAR CONSONANT SIGN MEDIAL WA
ကူန,3,U+1000 U+1030 U+1014,MYANMAR LETTER KA | MYANMAR VOWEL SIGN UU | MYANMAR LETTER NA
၄။က,3,U+1044 U+104B U+1000,MYANMAR DIGIT FOUR | MYANMAR SIGN SECTION | MYANMAR LETTER KA
်ဂါ,3,U+103A U+1002 U+102B,MYANMAR SIGN ASAT | MYANMAR LETTER GA | MYANMAR VOWEL SIGN TALL AA
ဂါမ,3,U+1002 U+102B U+1019,MYANMAR LETTER GA | MYANMAR VOWEL SIGN TALL AA | MYANMAR LETTER MA
။ဒိ,3,U+104B U+1012 U+102D,MYANMAR SIGN SECTION | MYANMAR LETTER DA | MYANMAR VOWEL SIGN I
ှဴလ,3,U+103E U+1034 U+101C,MYANMAR CONSONANT SIGN MEDIAL HA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER LA
ၟာည,3,U+105F U+102C U+100A,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER NNYA
သဂွ,3,U+101E U+1002 U+103D,MYANMAR LETTER SA | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL WA
ၠုဗ,3,U+1060 U+102F U+1017,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN U | MYANMAR LETTER BA
ၠုမ,3,U+1060 U+102F U+1019,MYANMAR CONSONANT SIGN MON MEDIAL LA | MYANMAR VOWEL SIGN U | MYANMAR LETTER MA
ုမတ,3,U+102F U+1019 U+1010,MYANMAR VOWEL SIGN U | MYANMAR LETTER MA | MYANMAR LETTER TA
်။၅,3,U+103A U+104B U+1045,MYANMAR SIGN ASAT | MYANMAR SIGN SECTION | MYANMAR DIGIT FIVE
ာလလ,3,U+102C U+101C U+101C,MYANMAR VOWEL SIGN AA | MYANMAR LETTER LA | MYANMAR LETTER LA
းဝါ,3,U+1038 U+101D U+102B,MYANMAR SIGN VISARGA | MYANMAR LETTER WA | MYANMAR VOWEL SIGN TALL AA
ိ၊ဗ,3,U+102D U+104A U+1017,MYANMAR VOWEL SIGN I | MYANMAR SIGN LITTLE SECTION | MYANMAR LETTER BA
ဳပရ,3,U+1033 U+1015 U+101B,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER PA | MYANMAR LETTER RA
ညာက,3,U+100A U+102C U+1000,MYANMAR LETTER NNYA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER KA
ံယေ,3,U+1036 U+101A U+1031,MYANMAR SIGN ANUSVARA | MYANMAR LETTER YA | MYANMAR VOWEL SIGN E
ံတန,3,U+1036 U+1010 U+1014,MYANMAR SIGN ANUSVARA | MYANMAR LETTER TA | MYANMAR LETTER NA
းဟေ,3,U+1038 U+101F U+1031,MYANMAR SIGN VISARGA | MYANMAR LETTER HA | MYANMAR VOWEL SIGN E
တီဒ,3,U+1010 U+102E U+1012,MYANMAR LETTER TA | MYANMAR VOWEL SIGN II | MYANMAR LETTER DA
ိ။န,3,U+102D U+104B U+1014,MYANMAR VOWEL SIGN I | MYANMAR SIGN SECTION | MYANMAR LETTER NA
ူဘဝ,3,U+1030 U+1018 U+101D,MYANMAR VOWEL SIGN UU | MYANMAR LETTER BHA | MYANMAR LETTER WA
ဘဝက,3,U+1018 U+101D U+1000,MYANMAR LETTER BHA | MYANMAR LETTER WA | MYANMAR LETTER KA
ဝကျ,3,U+101D U+1000 U+103B,MYANMAR LETTER WA | MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MEDIAL YA
မပရ,3,U+1019 U+1015 U+101B,MYANMAR LETTER MA | MYANMAR LETTER PA | MYANMAR LETTER RA
်ပအ,3,U+103A U+1015 U+1021,MYANMAR SIGN ASAT | MYANMAR LETTER PA | MYANMAR LETTER A
ုဇရ,3,U+102F U+1007 U+101B,MYANMAR VOWEL SIGN U | MYANMAR LETTER JA | MYANMAR LETTER RA
ဇရီ,3,U+1007 U+101B U+102E,MYANMAR LETTER JA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN II
ၚဲဒ,3,U+105A U+1032 U+1012,MYANMAR LETTER MON NGA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER DA
လဴစ,3,U+101C U+1034 U+1005,MYANMAR LETTER LA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER CA
စတု,3,U+1005 U+1010 U+102F,MYANMAR LETTER CA | MYANMAR LETTER TA | MYANMAR VOWEL SIGN U
ဲလဴ,3,U+1032 U+101C U+1034,MYANMAR VOWEL SIGN AI | MYANMAR LETTER LA | MYANMAR VOWEL SIGN MON O
လဴက,3,U+101C U+1034 U+1000,MYANMAR LETTER LA | MYANMAR VOWEL SIGN MON O | MYANMAR LETTER KA
ာရီ,3,U+102C U+101B U+102E,MYANMAR VOWEL SIGN AA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN II
စလဝ,3,U+1005 U+101C U+101D,MYANMAR LETTER CA | MYANMAR LETTER LA | MYANMAR LETTER WA
ိစဴ,3,U+102D U+1005 U+1034,MYANMAR VOWEL SIGN I | MYANMAR LETTER CA | MYANMAR VOWEL SIGN MON O
ုထဝ,3,U+102F U+1011 U+101D,MYANMAR VOWEL SIGN U | MYANMAR LETTER THA | MYANMAR LETTER WA
ဒကာ,3,U+1012 U+1000 U+102C,MYANMAR LETTER DA | MYANMAR LETTER KA | MYANMAR VOWEL SIGN AA
ာလဂ,3,U+102C U+101C U+1002,MYANMAR VOWEL SIGN AA | MYANMAR LETTER LA | MYANMAR LETTER GA
ံရု,3,U+1036 U+101B U+102F,MYANMAR SIGN ANUSVARA | MYANMAR LETTER RA | MYANMAR VOWEL SIGN U
ွးည,3,U+103D U+1038 U+100A,MYANMAR CONSONANT SIGN MEDIAL WA | MYANMAR SIGN VISARGA | MYANMAR LETTER NNYA
လဟိ,3,U+101C U+101F U+102D,MYANMAR LETTER LA | MYANMAR LETTER HA | MYANMAR VOWEL SIGN I
ဟိၚ,3,U+101F U+102D U+105A,MYANMAR LETTER HA | MYANMAR VOWEL SIGN I | MYANMAR LETTER MON NGA
ကၟု,3,U+1000 U+105F U+102F,MYANMAR LETTER KA | MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN U
ၟာဒ,3,U+105F U+102C U+1012,MYANMAR CONSONANT SIGN MON MEDIAL MA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER DA
ာဒယ,3,U+102C U+1012 U+101A,MYANMAR VOWEL SIGN AA | MYANMAR LETTER DA | MYANMAR LETTER YA
ေဒွ,3,U+1031 U+1012 U+103D,MYANMAR VOWEL SIGN E | MYANMAR LETTER DA | MYANMAR CONSONANT SIGN MEDIAL WA
ာပိ,3,U+102C U+1015 U+102D,MYANMAR VOWEL SIGN AA | MYANMAR LETTER PA | MYANMAR VOWEL SIGN I
တဲလ,3,U+1010 U+1032 U+101C,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AI | MYANMAR LETTER LA
ုဂြ,3,U+102F U+1002 U+103C,MYANMAR VOWEL SIGN U | MYANMAR LETTER GA | MYANMAR CONSONANT SIGN MEDIAL RA
ြီု,3,U+103C U+102E U+102F,MYANMAR CONSONANT SIGN MEDIAL RA | MYANMAR VOWEL SIGN II | MYANMAR VOWEL SIGN U
းပေ,3,U+1038 U+1015 U+1031,MYANMAR SIGN VISARGA | MYANMAR LETTER PA | MYANMAR VOWEL SIGN E
တာရ,3,U+1010 U+102C U+101B,MYANMAR LETTER TA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER RA
ဳခေ,3,U+1033 U+1001 U+1031,MYANMAR VOWEL SIGN MON II | MYANMAR LETTER KHA | MYANMAR VOWEL SIGN E
းမာ,3,U+1038 U+1019 U+102C,MYANMAR SIGN VISARGA | MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA
၁၈၂,3,U+1041 U+1048 U+1042,MYANMAR DIGIT ONE | MYANMAR DIGIT EIGHT | MYANMAR DIGIT TWO
၂၅တ,3,U+1042 U+1045 U+1010,MYANMAR DIGIT TWO | MYANMAR DIGIT FIVE | MYANMAR LETTER TA
ဇာပ,3,U+1007 U+102C U+1015,MYANMAR LETTER JA | MYANMAR VOWEL SIGN AA | MYANMAR LETTER PA
ရမာ,3,U+101B U+1019 U+102C,MYANMAR LETTER RA | MYANMAR LETTER MA | MYANMAR VOWEL SIGN AA
စၞန,3,U+1005 U+105E U+1014,MYANMAR LETTER CA | MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER NA
ၞနာ,3,U+105E U+1014 U+102C,MYANMAR CONSONANT SIGN MON MEDIAL NA | MYANMAR LETTER NA | MYANMAR VOWEL SIGN AA
